submit_id,user_name,code,problem,lang,verdict,contest_id
78796433,Datastorm,"['// Written by Kuji on 2020-05-02-13.31.52\r\n#include<bits/stdc++.h>\r\n#define ll long long\r\n#define eb emplace_back\r\n#define pb push_back\r\n#define mp make_pair\r\n#define all(x) (x).begin(),(x).end()\r\n#define allr(x) (x).rbegin(),(x).rend()\r\n#define fori(i,a,b) for(ll i=a;i<b;i++)\r\n#define forr(i,a,b) for(ll i=a;i>=b;i--)\r\n#define forit(it,x) for (auto it=(x).begin();it!=(x).end(); it++)\r\n#define fi first\r\n#define se second\r\n#define sll set<ll>\r\n#define vll vector<ll>\r\n#define msl map<string,ll>\r\nusing namespace std;\r\nint main()\r\n{\r\n    cin.tie(0);ios_base::sync_with_stdio(false);\r\n    ll t;\r\n    cin>>t;\r\n    while(t--){\r\n    ll n,k,c=0,i;\r\n    cin>>n>>k;\r\n    vll v1(n+1),v2;\r\n    fori(i,1,n+1)\r\n    {\r\n        cin>>v1[i];\r\n        if(v1[i]&1)\r\n        {\r\n            c++;\r\n            v2.pb(i);\r\n        }\r\n    }\r\n    if(c%k==0)\r\n    {\r\n        if(c/k&1)\r\n        {\r\n            cout<<""YES\\n"";\r\n            fori(i,0,k-1)\r\n            cout<<v2[i]<<"" "";\r\n            cout<<n<<""\\n"";\r\n        }\r\n        else\r\n            cout<<""NO\\n"";\r\n    }\r\n    else\r\n        cout<<""NO\\n"";\r\n}\r\n}\r\n\r\n']",B - Odd Sum Segments,GNU C++17,WRONG_ANSWER,1196
78796200,adnan_2000,"['#include <iostream>\n#include<cmath>\n#include<algorithm>\n#include<cstring>\nusing namespace std;\n\nint main() \n{\n    long int t;\n    cin>>t;\n    while(t--)\n    {\n        long long int a,b,c,sum;\n        cin>>a>>b>>c;\n        sum=a+b+c;\n        cout<<(sum/2)<<endl;\n    }\n\treturn 0;\n}\n']",A - Three Piles of Candies,GNU C++17,OK,1196
78794119,TheNotoriousChamp,"['#include <bits/stdc++.h>\r\n#define ll long long\r\nusing namespace std;\r\n\r\n\r\nint main() {\r\n\tint T;\r\n\tcin>>T;\r\n\twhile(T--){\r\n\t\tll a,b,c;\r\n\t\tcin>>a>>b>>c;\r\n\t\tcout<<(a+b+c)/2<<""\\n"";\r\n\t}\r\n}']",A - Three Piles of Candies,GNU C++14,OK,1196
78793920,sarsij_kr,"['// [̲̅O][̲̅R][̲̅I][̲̅G][̲̅A][̲̅M][̲̅I]\r\n#include <bits/stdc++.h>\r\nusing namespace std;\r\n#define ORIGAMI ios_base::sync_with_stdio(false) , cin.tie(NULL);\r\n#define pb push_back\r\n#define ll long long\r\n#define mod 100000000\r\n#define mod2 1000000000000\r\n\r\nint main()\r\n{\r\n\tORIGAMI\r\n#ifndef ONLINE_JUDGE\r\n\tfreopen(""input.txt"", ""r"", stdin);\r\n\tfreopen(""output.txt"", ""w"", stdout);\r\n#endif\r\n\tll q;\r\n\tcin >> q;\r\n\twhile (q--)\r\n\t{\r\n\t\tll a, b, c;\r\n\t\tcin >> a >> b >> c;\r\n\t\tcout << (a + b + c) / 2 << endl;\r\n\t}\r\n\treturn 0;\r\n}\r\n\r\n']",A - Three Piles of Candies,GNU C++14,OK,1196
78793762,sarsij_kr,"['// [̲̅O][̲̅R][̲̅I][̲̅G][̲̅A][̲̅M][̲̅I]\r\n#include <bits/stdc++.h>\r\nusing namespace std;\r\n#define ORIGAMI ios_base::sync_with_stdio(false) , cin.tie(NULL);\r\n#define pb push_back\r\n#define ll long long\r\n#define mod 100000000\r\n#define mod2 1000000000000\r\n\r\nint main()\r\n{\r\n\tORIGAMI\r\n#ifndef ONLINE_JUDGE\r\n\tfreopen(""input.txt"", ""r"", stdin);\r\n\tfreopen(""output.txt"", ""w"", stdout);\r\n#endif\r\n\tll q;\r\n\tcin >> q;\r\n\twhile (q--)\r\n\t{\r\n\t\tll a, b, c;\r\n\t\tcin >> a >> b >> c;\r\n\t\tif (a > b)\r\n\t\t\tswap(a, b);\r\n\t\tll x = b - a;\r\n\t\ta += x;\r\n\t\tc -= x;\r\n\t\t//cout << c << endl;\r\n\t\tc /= 2;\r\n\t\ta += c;\r\n\t\tcout << a << endl;\r\n\t}\r\n\treturn 0;\r\n}\r\n\r\n']",A - Three Piles of Candies,GNU C++14,WRONG_ANSWER,1196
78782190,Asif32,['1196A.c'],A - Three Piles of Candies,MS C++ 2017,COMPILATION_ERROR,1196
78773482,rniya,"['#include <bits/stdc++.h>\nusing namespace std;\ntypedef long long ll;\n#define debug(x) cout << #x << \'=\' << x << \'\\n\'\nconst long long MOD=1e9+7;\n//const long long MOD=998244353;\nconst int INF=1e9;\nconst long long IINF=1e18;\nconst int dx[4]={1,0,-1,0};\nconst int dy[4]={0,1,0,-1};\nconst char dir[4]={\'D\',\'R\',\'U\',\'L\'};\n\ntemplate<typename T>\nistream &operator>>(istream &is,vector<T> &v){\n    for (T &x:v) is >> x;\n    return is;\n}\ntemplate<typename T>\nostream &operator<<(ostream &os,const vector<T> &v){\n    for (int i=0;i<v.size();++i){\n        os << v[i] << (i+1==v.size()?\'\\n\':\' \');\n    }\n    return os;\n}\ntemplate<typename T,typename U>\nostream &operator<<(ostream &os,const pair<T,U> &p){\n    cout << \'(\' << p.first << \',\' << p.second << \')\';\n    return os;\n}\n\ntemplate<class T> inline bool chmin(T &a,T b){\n    if (a>b){a=b; return true;} return false;\n}\ntemplate<class T> inline bool chmax(T &a,T b){\n    if (a<b){a=b; return true;} return false;\n}\n\nconst int MAX_N=2e5+10;\n\nint n,k;\nll a[MAX_N];\n\nvoid solve(){\n    ll sum=accumulate(a,a+n,0);\n    if (abs(sum-k)&1LL){cout << ""NO"" << \'\\n\'; return;}\n    vector<int> ans;\n    sum=0;\n    for (int i=0;i<n;++i){\n        sum+=a[i];\n        if ((sum&1LL)&&ans.size()<k-1){\n            ans.emplace_back(i+1);\n            sum=0;\n        }\n    }\n    if (ans.size()<k-1||ans.back()==n){cout << ""NO"" << \'\\n\'; return;}\n    ans.emplace_back(n);\n    cout << ""YES"" << \'\\n\';\n    for (int i=0;i<ans.size();++i) cout << ans[i] << (i+1==ans.size()?\'\\n\':\' \');\n}\n\nint main(){\n    cin.tie(0);\n    ios::sync_with_stdio(false);\n    int t; cin >> t;\n    for (;t--;){\n        cin >> n >> k;\n        for (int i=0;i<n;++i) cin >> a[i];\n        solve();\n    }\n}']",B - Odd Sum Segments,GNU C++17 (64),RUNTIME_ERROR,1196
78771788,BudbakBaklol,"['//\r\n//  Written and Designed by Siddharth\r\n//  siddharthsingh3099@gmail.com\r\n//  JAI SRI RAM ! JAI BAJRANG BALI ! JAI HIND !\r\n//\r\n//  YOU WILL ALWAYS REMAIN CLOSE TO MY HEART DADI (MAA) , I STILL MISS YOU !\r\n//  I WILL MAKE YOU PROUD, I\'LL MAKE ENDS MEET !, I SWEAR !\r\n//\r\n\r\n#include <bits/stdc++.h>\r\n//#include <boost/multiprecision/cpp_int.hpp>\r\n//using namespace boost::multiprecision;\r\nusing namespace std;\r\n#define FASTIO ios_base::sync_with_stdio(false);cin.tie(0);\r\n#define FILEIO freopen(""input.txt"", ""r"", stdin);freopen(""output.txt"", ""w"", stdout);\r\n#define int long long\r\n#define pb push_back\r\n#define Check cout<<""CHECK""<<endl;\r\n#define ed end()\r\n#define bg begin()\r\n#define sz size()\r\n#define endl ""\\n""\r\n#define NL cout<<\'\\n\';\r\n#define disp(x) for(int t : x )cout<<t<<"" "";\r\n#define for0(n) for(int i=0;i<n;i++)\r\n#define SS <<"" ""<<\r\n#define arrayin(num,n) for(int i=0;i<n;i++)cin>>num[i];\r\n#define gridin(num,n,m) for(int i=0;i<n;i++){for(int j=0;j<m;j++) cin>>num[i][j];}\r\n#define dispgrid(num,n,m) for(int i=0;i<n;i++){for(int j=0;j<m;j++) cout<<num[i][j]<<"" ""; cout<<endl;}\r\n#define YES cout<<""YES""<<endl;\r\n#define Yes cout<<""Yes""<<endl;\r\n#define NO cout<<""NO""<<endl;\r\n#define No cout<<""No""<<endl;\r\n#define yes cout<<""yes""<<endl;\r\n#define no cout<<""no""<<endl;\r\n#define vi vector<int>\r\n\r\n//--------------- GLOBAL STUFFS -----------------//\r\n\r\n\r\n\r\n\r\n//------------------ FUNCTION-------------------//\r\nint LongestCommonSubsequnce(string a,string b,int i,int j){\r\n    if(i==a.length() || j==b.length()){\r\n        return 0;\r\n    }else if (a[i]==b[j]){\r\n        return 1+LongestCommonSubsequnce(a, b, i+1, j+1);\r\n    }else{\r\n        return max(LongestCommonSubsequnce(a, b, i+1, j),LongestCommonSubsequnce(a, b, i, j+1));\r\n    }\r\n}\r\n\r\nint gcd(int a, int b){\r\n    if (a == 0) return b;\r\n    return gcd(b % a, a);\r\n}\r\n   \r\nint sumofdigits(int n){\r\n    int out=0;\r\n    while(n){out+=(n%10);n/=10;}\r\n    return out;\r\n}\r\nbool isPrime(int n){\r\n    if (n <= 1)  return false; \r\n    if (n <= 3)  return true; \r\n    if (n%2 == 0 || n%3 == 0) return false; \r\n    for (int i=5; i*i<=n; i=i+6) \r\n        if (n%i == 0 || n%(i+2) == 0) \r\n           return false;  \r\n    return true; \r\n} \r\n\r\n//------------------ SOLVE ------------------//\r\n\r\nbool solve(int t){\r\n    if(t==0)return false;\r\n    // Write Your Code Here\r\n    int a,b,c;cin>>a>>b>>c;\r\n    cout<<(a+b+c)/2<<endl;\r\n    // End Of Body\r\n    return true;\r\n}\r\n\r\n//------------------ MAIN ------------------//\r\nint32_t main(){\r\n    FASTIO\r\n    //FILEIO\r\n    int t;cin>>t;\r\n    while(solve(t--));\r\n\r\n}\r\n']",A - Three Piles of Candies,GNU C++17,OK,1196
78773036,rniya,"[""#include <bits/stdc++.h>\nusing namespace std;\ntypedef long long ll;\n#define debug(x) cout << #x << '=' << x << '\\n'\nconst long long MOD=1e9+7;\n//const long long MOD=998244353;\nconst int INF=1e9;\nconst long long IINF=1e18;\nconst int dx[4]={1,0,-1,0};\nconst int dy[4]={0,1,0,-1};\nconst char dir[4]={'D','R','U','L'};\n\ntemplate<typename T>\nistream &operator>>(istream &is,vector<T> &v){\n    for (T &x:v) is >> x;\n    return is;\n}\ntemplate<typename T>\nostream &operator<<(ostream &os,const vector<T> &v){\n    for (int i=0;i<v.size();++i){\n        os << v[i] << (i+1==v.size()?'\\n':' ');\n    }\n    return os;\n}\ntemplate<typename T,typename U>\nostream &operator<<(ostream &os,const pair<T,U> &p){\n    cout << '(' << p.first << ',' << p.second << ')';\n    return os;\n}\n\ntemplate<class T> inline bool chmin(T &a,T b){\n    if (a>b){a=b; return true;} return false;\n}\ntemplate<class T> inline bool chmax(T &a,T b){\n    if (a<b){a=b; return true;} return false;\n}\n\nint main(){\n    cin.tie(0);\n    ios::sync_with_stdio(false);\n    int t; cin >> t;\n    for (;t--;){\n        ll a,b,c; cin >> a >> b >> c;\n        cout << (a+b+c)/2 << '\\n';\n    }\n}""]",A - Three Piles of Candies,GNU C++17 (64),OK,1196
78773445,rniya,"['#include <bits/stdc++.h>\nusing namespace std;\ntypedef long long ll;\n#define debug(x) cout << #x << \'=\' << x << \'\\n\'\nconst long long MOD=1e9+7;\n//const long long MOD=998244353;\nconst int INF=1e9;\nconst long long IINF=1e18;\nconst int dx[4]={1,0,-1,0};\nconst int dy[4]={0,1,0,-1};\nconst char dir[4]={\'D\',\'R\',\'U\',\'L\'};\n\ntemplate<typename T>\nistream &operator>>(istream &is,vector<T> &v){\n    for (T &x:v) is >> x;\n    return is;\n}\ntemplate<typename T>\nostream &operator<<(ostream &os,const vector<T> &v){\n    for (int i=0;i<v.size();++i){\n        os << v[i] << (i+1==v.size()?\'\\n\':\' \');\n    }\n    return os;\n}\ntemplate<typename T,typename U>\nostream &operator<<(ostream &os,const pair<T,U> &p){\n    cout << \'(\' << p.first << \',\' << p.second << \')\';\n    return os;\n}\n\ntemplate<class T> inline bool chmin(T &a,T b){\n    if (a>b){a=b; return true;} return false;\n}\ntemplate<class T> inline bool chmax(T &a,T b){\n    if (a<b){a=b; return true;} return false;\n}\n\nconst int MAX_N=2e5+10;\n\nint n,k;\nll a[MAX_N];\n\nvoid solve(){\n    ll sum=accumulate(a,a+n,0);\n    if (abs(sum-k)&1LL){cout << ""NO"" << \'\\n\'; return;}\n    vector<int> ans;\n    sum=0;\n    for (int i=0;i<n;++i){\n        sum+=a[i];\n        if ((sum&1LL)&&ans.size()<k-1){\n            ans.emplace_back(i+1);\n            sum=0;\n        }\n    }\n    if (ans.back()==n){cout << ""NO"" << \'\\n\'; return;}\n    ans.emplace_back(n);\n    cout << ""YES"" << \'\\n\';\n    for (int i=0;i<ans.size();++i) cout << ans[i] << (i+1==ans.size()?\'\\n\':\' \');\n}\n\nint main(){\n    cin.tie(0);\n    ios::sync_with_stdio(false);\n    int t; cin >> t;\n    for (;t--;){\n        cin >> n >> k;\n        for (int i=0;i<n;++i) cin >> a[i];\n        solve();\n    }\n}']",B - Odd Sum Segments,GNU C++17 (64),RUNTIME_ERROR,1196
78773581,rniya,"['#include <bits/stdc++.h>\nusing namespace std;\ntypedef long long ll;\n#define debug(x) cout << #x << \'=\' << x << \'\\n\'\nconst long long MOD=1e9+7;\n//const long long MOD=998244353;\nconst int INF=1e9;\nconst long long IINF=1e18;\nconst int dx[4]={1,0,-1,0};\nconst int dy[4]={0,1,0,-1};\nconst char dir[4]={\'D\',\'R\',\'U\',\'L\'};\n\ntemplate<typename T>\nistream &operator>>(istream &is,vector<T> &v){\n    for (T &x:v) is >> x;\n    return is;\n}\ntemplate<typename T>\nostream &operator<<(ostream &os,const vector<T> &v){\n    for (int i=0;i<v.size();++i){\n        os << v[i] << (i+1==v.size()?\'\\n\':\' \');\n    }\n    return os;\n}\ntemplate<typename T,typename U>\nostream &operator<<(ostream &os,const pair<T,U> &p){\n    cout << \'(\' << p.first << \',\' << p.second << \')\';\n    return os;\n}\n\ntemplate<class T> inline bool chmin(T &a,T b){\n    if (a>b){a=b; return true;} return false;\n}\ntemplate<class T> inline bool chmax(T &a,T b){\n    if (a<b){a=b; return true;} return false;\n}\n\nconst int MAX_N=2e5+10;\n\nint n,k;\nll a[MAX_N];\n\nvoid solve(){\n    ll sum=accumulate(a,a+n,0);\n    if (abs(sum-k)&1LL){cout << ""NO"" << \'\\n\'; return;}\n    vector<int> ans;\n    sum=0; int s=0;\n    for (int i=0;i<n;++i){\n        sum+=a[i];\n        if ((sum&1LL)&&s<k-1){\n            ans.emplace_back(i+1); ++s;\n            sum=0;\n        }\n    }\n    if (s<k-1){cout << ""NO"" << \'\\n\'; return;}\n    if (ans.back()==n){cout << ""NO"" << \'\\n\'; return;}\n    ans.emplace_back(n); ++s;\n    cout << ""YES"" << \'\\n\';\n    for (int i=0;i<s;++i) cout << ans[i] << (i+1==s?\'\\n\':\' \');\n}\n\nint main(){\n    cin.tie(0);\n    ios::sync_with_stdio(false);\n    int t; cin >> t;\n    for (;t--;){\n        cin >> n >> k;\n        for (int i=0;i<n;++i) cin >> a[i];\n        solve();\n    }\n}']",B - Odd Sum Segments,GNU C++17 (64),RUNTIME_ERROR,1196
78773657,rniya,"['#include <bits/stdc++.h>\nusing namespace std;\ntypedef long long ll;\n#define debug(x) cout << #x << \'=\' << x << \'\\n\'\nconst long long MOD=1e9+7;\n//const long long MOD=998244353;\nconst int INF=1e9;\nconst long long IINF=1e18;\nconst int dx[4]={1,0,-1,0};\nconst int dy[4]={0,1,0,-1};\nconst char dir[4]={\'D\',\'R\',\'U\',\'L\'};\n\ntemplate<typename T>\nistream &operator>>(istream &is,vector<T> &v){\n    for (T &x:v) is >> x;\n    return is;\n}\ntemplate<typename T>\nostream &operator<<(ostream &os,const vector<T> &v){\n    for (int i=0;i<v.size();++i){\n        os << v[i] << (i+1==v.size()?\'\\n\':\' \');\n    }\n    return os;\n}\ntemplate<typename T,typename U>\nostream &operator<<(ostream &os,const pair<T,U> &p){\n    cout << \'(\' << p.first << \',\' << p.second << \')\';\n    return os;\n}\n\ntemplate<class T> inline bool chmin(T &a,T b){\n    if (a>b){a=b; return true;} return false;\n}\ntemplate<class T> inline bool chmax(T &a,T b){\n    if (a<b){a=b; return true;} return false;\n}\n\nconst int MAX_N=2e5+10;\n\nint n,k;\nll a[MAX_N];\n\nvoid solve(){\n    ll sum=0;\n    for (int i=0;i<n;++i) sum+=a[i];\n    if (abs(sum-k)&1LL){cout << ""NO"" << \'\\n\'; return;}\n    vector<int> ans;\n    sum=0; int s=0;\n    for (int i=0;i<n;++i){\n        sum+=a[i];\n        if ((sum&1LL)&&s<k-1){\n            ans.emplace_back(i+1); ++s;\n            sum=0;\n        }\n    }\n    if (s<k-1){cout << ""NO"" << \'\\n\'; return;}\n    if (0<s&&ans.back()==n){cout << ""NO"" << \'\\n\'; return;}\n    ans.emplace_back(n); ++s;\n    cout << ""YES"" << \'\\n\';\n    for (int i=0;i<s;++i) cout << ans[i] << (i+1==s?\'\\n\':\' \');\n}\n\nint main(){\n    cin.tie(0);\n    ios::sync_with_stdio(false);\n    int t; cin >> t;\n    for (;t--;){\n        cin >> n >> k;\n        for (int i=0;i<n;++i) cin >> a[i];\n        solve();\n    }\n}']",B - Odd Sum Segments,GNU C++17 (64),OK,1196
78779816,ayush_0106,"['q = int(input())\r\nwhile q:\r\n    a,b,c = input().split()\r\n    a = int(a)\r\n    b = int(b)\r\n    c = int(c)\r\n    q-=1\r\n    print(int((a+b+c)/2))\r\n']",A - Three Piles of Candies,PyPy 3,WRONG_ANSWER,1196
78780536,ayush_0106,"['import math\r\nq = int(input())\r\nwhile q:\r\n    a,b,c = input().split()\r\n    a = int(a)\r\n    b = int(b)\r\n    c = int(c)\r\n    q-=1\r\n    print((a+b+c)//2)\r\n    ']",A - Three Piles of Candies,PyPy 3,OK,1196
78782198,Shuvro.Das,"['#include<bits/stdc++.h>\r\n#define        ls    long long signed\r\n#define        ll     long long int\r\n#define        ld    long double\r\n#define        fr   for (int i=0; i<n; i++)\r\n#define        pf    printf\r\n#define        dl     double\r\nll i,j;\r\nusing namespace std;\r\nint main()\r\n{\r\n    ll t;\r\n    cin>>t;\r\n    while(t--)\r\n    {\r\n        ll a,b,c;\r\n        cin>>a>>b>>c;\r\n        cout<<(a+b+c)/2<<endl;\r\n    }\r\n    return 0;\r\n}\r\n']",A - Three Piles of Candies,GNU C++17,OK,1196
78760171,nameste,"['#include <iostream>\r\n#include <cmath>\r\n#include <vector>\r\n#include <map>\r\n#include <set>\r\n#include <string>\r\n#include <algorithm>\r\n#include <queue>\r\n#include <iomanip>\r\n#include <numeric>\r\n#include <iterator>\r\n#include <deque>\r\n#include <cctype>\r\n#include <bitset>\r\n#include <climits>\r\n\r\nconst int INF = 1e+9, MAXN = 200005, HELL = 1e+9 + 7, MOD = 998244353;\r\n\r\nusing namespace std;\r\n\r\nint main()\r\n{\r\n    ios::sync_with_stdio(false);\r\n    cin.tie(0);\r\n    int q, n, k, a;\r\n    cin >> q;\r\n    for (int i = 0; i < q; ++i) {\r\n        cin >> n >> k;\r\n        vector<int> ans;\r\n        long long int s = 0, sum = 0;\r\n        for (int j = 0; j < n; ++j) {\r\n            cin >> a;\r\n            s += 0ll + a;\r\n            sum += 0ll + a;\r\n            if (s % 2 != 0) {\r\n                ans.push_back(j + 1);\r\n                s = 0;\r\n            }\r\n        }\r\n        if (sum % 2 != k % 2 || ans.size() < k) {\r\n            cout << ""NO\\n"";\r\n        }\r\n        else {\r\n            cout << ""YES\\n"";\r\n            for (int j = 0; j < k - 1; ++j) {\r\n                cout << ans[j] << \' \';\r\n            }\r\n            cout << n << \'\\n\';\r\n        }\r\n    }\r\n\r\n    return 0;\r\n}']",B - Odd Sum Segments,GNU C++17,OK,1196
78668607,Anindita_,"['#include<bits/stdc++.h>\r\nusing namespace std;\r\nint main()\r\n{\r\n    int q;\r\n    cin>>q;\r\n    long long a,b,c,sum=0;\r\n    while(q--)\r\n    {\r\n        cin>>a>>b>>c;\r\n        sum=a+b+c;\r\n        cout<<sum/2<<endl;\r\n    }\r\n}\r\n']",A - Three Piles of Candies,GNU C++14,OK,1196
78656532,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {    int long long a,b,c;\r\n        cin>>a>>b>>c;\r\n        \r\n        \r\n        if((a+b+c)%2==0)\r\n        {\r\n            cout<<(a+b+c)/2<<endl;\r\n        }\r\n        else\r\n        {\r\n            cout<<((a+b+c)-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,OK,1196
78654550,mcnuggetsx20,"['q = int(input())\r\nnum = 0\r\nfor _ in range(q):\r\n    a , b , c = input().split()\r\n    a = int(a)\r\n    b = int(b)\r\n    c = int(c)\r\n    if (a + b + c) % 2 == 0:\r\n        print((a + b + c) // 2)\r\n    else:\r\n        print(((a + b + c) - 1) // 2)']",A - Three Piles of Candies,PyPy 3,OK,1196
78655667,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {   int a,b,c,s=0;\r\n        cin>>a>>b>>c;\r\n        s=a+b+c;\r\n        \r\n        if(s%2==0)\r\n        {\r\n            cout<<s/2<<endl;\r\n        }\r\n        else\r\n        {\r\n            cout<<(s-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,WRONG_ANSWER,1196
78655908,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {   int a,b,c;\r\n        cin>>a>>b>>c;\r\n        \r\n        \r\n        if((a+b+c)%2==0)\r\n        {\r\n            cout<<(a+b+c)/2<<endl;\r\n        }\r\n        else\r\n        {\r\n            cout<<((a+b+c)-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,WRONG_ANSWER,1196
78656062,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {   long int a,b,c;\r\n        cin>>a>>b>>c;\r\n        \r\n        \r\n        if((a+b+c)%2==0)\r\n        {\r\n            cout<<(a+b+c)/2<<endl;\r\n        }a\r\n        else\r\n        {\r\n            cout<<((a+b+c)-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,COMPILATION_ERROR,1196
78656136,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {   long int a,b,c;\r\n        cin>>a>>b>>c;\r\n        \r\n        \r\n        if((a+b+c)%2==0)\r\n        {\r\n            cout<<(a+b+c)/2<<endl;\r\n        }\r\n        else\r\n        {\r\n            cout<<((a+b+c)-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,WRONG_ANSWER,1196
78656596,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {    long long a,b,c;\r\n        cin>>a>>b>>c;\r\n        \r\n        \r\n        if((a+b+c)%2==0)\r\n        {\r\n            cout<<(a+b+c)/2<<endl;\r\n        }\r\n        else\r\n        {\r\n            cout<<((a+b+c)-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,OK,1196
78656628,abhishekkunal8,"['#include<iostream>\r\nusing namespace std;\r\n  int main()\r\n{\r\n    int n;\r\n    cin>>n;\r\n    for(int i=0;i<n;i++)\r\n    {    long a,b,c;\r\n        cin>>a>>b>>c;\r\n        \r\n        \r\n        if((a+b+c)%2==0)\r\n        {\r\n            cout<<(a+b+c)/2<<endl;\r\n        }\r\n        else\r\n        {\r\n            cout<<((a+b+c)-1)/2<<endl;\r\n        }\r\n        \r\n    }\r\n    return 0;\r\n}']",A - Three Piles of Candies,GNU C++17,WRONG_ANSWER,1196
78639817,Likhon_48,"['#include<bits/stdc++.h>\r\nusing namespace std;\r\nint main()\r\n{\r\n   long long int q,a,b,c,sum;\r\n    cin>>q;\r\n    while(q--)\r\n    {\r\n        cin>>a>>b>>c;\r\n        sum=a+b+c;\r\n        cout<<sum/2<<endl;\r\n    }\r\n\r\n    return 0;\r\n}\r\n\r\n']",A - Three Piles of Candies,GNU C++11,OK,1196
